"product_id","sku","name","price","color","product_type","product_image"
"2030","N01P2001","Block Letter Pendant","1300.0000","Gold","Personalized Jewelry","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/b/l/block_letter_pendant_.jpg"
"2031","N01P2002","Cursive English Pendant","1300.0000","Gold","Personalized Jewelry","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/c/u/cursive_english_pendant_1.jpg"
"2032","N01P2003","Cursive Hindi Pendant","1300.0000","Gold","Personalized Jewelry","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/c/u/cursive_hindi_pendant_3.jpg"
"2033","N01P2004","Cut-Out Bar Pendant","1300.0000","Gold","Personalized Jewelry","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/c/u/cut-out_bar_pendant.jpg"
"2036","N01P2007","Heart-Lined Cursive Pendant","1350.0000","Gold","Personalized Jewelry","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/h/e/heart-lined_cursive_pendant.jpg"
"2037","N01P2008","Indi Script Pendant","1400.0000","Gold","Personalized Jewelry","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/i/n/indi_script_pendant_3_1.jpg"
"2038","N01P2009","Infinity Style Pendant","1400.0000","Gold","Personalized Jewelry","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/i/n/infinity_style_pendant_3.jpg"
"2039","N01P2010","Customizable Logo Pendant","1550.0000","Gold","Personalized Jewelry","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/c/u/customizable_logo_pendant_1.jpg"
"3039","JY/01/E01/027/15","Myrtle Gold Earrings","850.0000","Gold","Earrings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/m/y/myrtle_gold_earrings_1.jpg"
"3041","JY/01/R01/029/15","Rivet Gold Ring","400.0000","Gold","Rings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/r/i/rivet_gold_ring.jpg"
"3180","JY/03/E01/311/15","Glamshot Ear Jackets","600.0000","White","Earrings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/g/l/glamshot_ear_jackets1.jpg"
"3181","JY/03/E02/612/15","Glacier Bar Earrings","900.0000","White","Earrings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/g/l/glacier_earrings1.jpg"
"3225","JY/03/E07/056/15","Cassiopeia Ear Cuff","700.0000","White","Earrings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/c/a/cassiopeia_ear_cuff1.jpg"
"3629","SE-02-B01-155-15","Joan Leaf Bracelet","850.0000","White","Bracelets","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/j/o/joan_leaf_bracelet.jpg"
"3689","N01P2021","Dual Infinity Style Pendant","1550.0000","Gold","Personalized Jewelry","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/d/u/dual_infinity_style_pendant_1.jpg"
"3758","OC-01-E01-109-15","Red Tassel Crystal Earrings","895.0000","Red","Earrings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/O/C/OC-01-E01-109-15_1.jpg"
"3857","OC-02-N06-019-15","Foster Pearl Necklace","745.0000","Black","Necklaces","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/f/o/foster_pearl_necklace.jpg"
"3900","OC-02-N04-065-15","Iris Beaded Necklace","1195.0000","White","Necklaces","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/i/r/iris_beaded_necklace.jpg"
"3901","OC-02-N05-066-15","Noir Pop Tassle Necklace","1195.0000","Black","Necklaces","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/O/C/OC-02-N05-066-15_1.jpg"
"3910","OC-02-N01-304-15","Cylindric Pendant Necklace","745.0000","White","Necklaces","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/c/y/cylindric_pendant_necklace_1.jpg"
"3923","OC-02-N02-309-15","Say Hello Necklace","495.0000","Gold","Necklaces","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/O/C/OC-02-N02-309-15_1.jpg"
"3926","OC-02-N02-308-15","Love Hue Necklace","745.0000","Multi-Color","Necklaces","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/l/o/love_hue_necklace.jpg"
"4088","NV-01-N02-345-15","Choker Tassle Necklace","995.0000","Black","Necklaces","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/c/h/choker_tassle_necklace_1.jpg"
"4094","NV-01-N02-348-15","Gray Choker Tassle Necklace","995.0000","Black","Necklaces","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/g/r/gray_choker_tassle_necklace.jpg"
"4099","NV-01-N02-353-15","Brown Choker Tassle Necklace","995.0000","Orange","Necklaces","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/b/r/brown_choker_tassle_necklace_1.jpg"
"4110","NV-01-N02-363-15","Burne Tassle Necklace","645.0000","Orange","Necklaces","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/b/u/burne_tassle_necklace_1.jpg"
"4140","NV-01-N01-304-15","Crystal Box Necklace","1445.0000","White","Necklaces","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/c/r/crystal_box_necklace_1.jpg"
"4269","NV-02-B01-301-15","White Coin Charm Beacelet","599.0000","White","Bracelets","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/w/h/white-coin-charm-beacelet.jpg_3.jpg"
"4270","NV-02-B01-302-15","Black Coin Charm Bracelet","599.0000","Black","Bracelets","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/b/l/black-coin-charm-beacelet.jpg_3.jpg"
"4296","NV-02-E02-308-15","Black Opulence Earrings","399.0000","Black","Earrings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/b/l/black_opulence_earrings_1.jpg"
"4297","NV-02-E02-309-15","Blue Opulence Earrings","399.0000","Peach","Earrings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/b/l/blue-opulence-earrings.jpg_3.jpg"
"4490","N01P2022","Cursive English Pendant-Silver","1300.0000","Silver","Personalized Jewelry","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/c/u/cursive_english_pendant-silver.jpg"
"4497","N01P1101","Silver Cut-Out Bar Pendant","1300.0000","Silver","Personalized Jewelry","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/s/i/silver_cut-out_bar_pendant.jpg"
"4501","DC-02-E01-004-15","Dainty Circle Earrings","549.0000","Gold","Earrings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/D/C/DC-02-E01-004-15_1.jpg"
"4507","DC-02-E01-010-15","Circular Inception Earrings","649.0000","White","Earrings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/D/C/DC-02-E01-010-15_1.jpg"
"4631","DC-03-B01-106-15","Circular Hope Bracelet","445.0000","Gold","Bracelets","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/c/i/circular_hope_bracelet.jpg"
"4663","DC-02-E01-703-15","Gold Flower Crystal Earrings","599.0000","Gold","Earrings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/D/C/DC-02-E01-703-15_1.jpg"
"4683","DC-02-E01-808-15","Pearl Spike Earrings","599.0000","White","Earrings","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/p/e/pearl_spike_earrings.jpg"
"4778","NV-01-C01-119-15","Hot Air Balloon","190.0000","Gold","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-119-15_1_1.jpg"
"4779","NV-01-C01-120-15","Sailor Wheel","210.0000","Gold","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-120-15_1_1.jpg"
"4781","NV-01-C01-122-15","Live Love Laugh 2.0","210.0000","Gold","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/i/m/img_1934.jpg"
"4786","NV-01-C01-128-15","Silver Hot Air Balloon","190.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/i/m/img_7179_copy.jpg"
"4787","NV-01-C01-129-15","Silver Sailor Wheel","210.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-129-15_1_1.jpg"
"4795","NV-01-C01-138-15","Silver Black Tassel","199.0000","Black","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-138-15_1_1.jpg"
"4797","NV-01-C01-140-15","Silver Green Tassel","199.0000","Green","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-140-15_1_1.jpg"
"4801","NV-01-C01-146-15","Silver White Tassel","199.0000","White","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-146-15_1_1.jpg"
"4805","NV-01-C01-155-15","Silver Deep Blue Tassel","199.0000","Peach","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-155-15_1.jpg"
"4808","NV-01-C01-158-15","Silver B","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-158-15_1_1.jpg"
"4809","NV-01-C01-159-15","Silver C","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-159-15_1_1.jpg"
"4810","NV-01-C01-160-15","Silver D","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-160-15_1_1.jpg"
"4811","NV-01-C01-161-15","Silver E","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-161-15_1_1.jpg"
"4812","NV-01-C01-162-15","Silver F","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-162-15_1.jpg"
"4813","NV-01-C01-163-15","Silver G","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-163-15_1_1.jpg"
"4814","NV-01-C01-164-15","Silver H","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-164-15_1_1.jpg"
"4815","NV-01-C01-165-15","Silver I","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-165-15_1_1.jpg"
"4816","NV-01-C01-166-15","Silver J","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/n/v/nv-01-c01-166-15-1.jpg"
"4817","NV-01-C01-167-15","Silver K","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-167-15_1_1.jpg"
"4818","NV-01-C01-168-15","Silver L","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-168-15_1_1.jpg"
"4820","NV-01-C01-170-15","Silver N","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-170-15_1.jpg"
"4821","NV-01-C01-171-15","Silver O","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-171-15_1_1.jpg"
"4822","NV-01-C01-172-15","Silver P","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-172-15_1.jpg"
"4823","NV-01-C01-173-15","Silver Q","199.0000","Silver","Charms","//d1jbf5z8givhnm.cloudfront.net/media/catalog/product/N/V/NV-01-C01-173-15_1_1.jpg"
